iter	RMSE
1664	4996.437649
1665	4996.402517
1666	4996.364348
1667	4996.326983
1668	4996.290739
1669	4996.257611
1670	4996.222972
1671	4995.871199
1672	4995.847942
1673	4995.809993
1674	4995.779002
1675	4995.743567
1676	4995.709412
1677	4995.626412
1678	4995.590974
1679	4995.555964
1680	4995.531606
1681	4995.46847
1682	4995.433405
1683	4995.288796
1684	4995.254356
1685	4995.21905
1686	4995.163951
1687	4995.033756
1688	4995.010199
1689	4994.974587
1690	4994.916497
1691	4994.584072
1692	4994.454276
1693	4994.415146
1694	4994.377989
1695	4994.346398
1696	4994.331538
1697	4994.292417
1698	4994.255453
1699	4994.222178
1700	4994.02721
1701	4994.013152
1702	4993.967789
1703	4993.719377
1704	4993.597294
1705	4993.560734
1706	4993.50642
1707	4993.473539
1708	4993.443226
1709	4993.405783
1710	4993.367193
1711	4993.336263
1712	4993.313497
1713	4993.26438
1714	4993.206792
1715	4993.173713
1716	4993.138964
1717	4993.103567
1718	4992.787953
1719	4992.590126
1720	4992.5586
1721	4992.536123
1722	4992.516063
1723	4992.323504
1724	4992.291565
1725	4992.254776
1726	4992.225538
1727	4992.189437
1728	4992.161352
1729	4992.126218
1730	4991.932721
1731	4991.902043
1732	4991.793186
1733	4991.756777
1734	4991.72431
1735	4991.6865
1736	4991.665216
1737	4991.591787
1738	4991.556955
1739	4991.521047
1740	4991.497183
1741	4991.462808
1742	4991.434939
1743	4991.408118
1744	4991.371844
1745	4991.340016
1746	4991.319154
1747	4991.282204
1748	4991.221183
1749	4991.194949
1750	4991.169886
1751	4991.136563
1752	4991.107403
1753	4991.074456
1754	4991.054738
1755	4991.024192
1756	4990.975066
1757	4990.836774
1758	4990.760994
1759	4990.566943
1760	4990.531173
1761	4990.501787
1762	4990.46571
1763	4990.4461
1764	4990.414588
1765	4990.380498
1766	4990.292943
1767	4989.98066
1768	4989.960207
1769	4989.860429
1770	4989.829592
1771	4989.79762
1772	4989.768447
1773	4989.738777
1774	4989.701963
1775	4989.669071
1776	4989.356314
1777	4989.314096
1778	4989.280869
1779	4989.004401
1780	4988.982178
1781	4988.94035
1782	4988.590767
1783	4988.548293
1784	4988.427722
1785	4988.395281
1786	4988.364765
1787	4988.295626
1788	4988.264042
1789	4988.242867
1790	4988.217899
1791	4988.191322
1792	4988.12185
1793	4988.090369
1794	4987.841328
1795	4987.810376
1796	4987.79
1797	4987.743917
1798	4987.714072
1799	4987.648829
1800	4987.611548
1801	4987.581771
1802	4987.547213
1803	4987.515626
1804	4987.4774
1805	4987.459228
1806	4987.434139
1807	4987.08247
1808	4987.042724
1809	4987.024476
1810	4987.003675
1811	4986.906435
1812	4986.88854
1813	4986.87022
1814	4986.824376
1815	4986.791308
1816	4986.758644
1817	4986.720391
1818	4986.687604
1819	4986.67323
1820	4986.650018
1821	4986.626205
1822	4986.603522
1823	4986.579458
1824	4986.548995
1825	4986.51846
1826	4986.481329
1827	4986.454563
1828	4986.42293
1829	4986.391907
1830	4986.355952
1831	4986.275409
1832	4986.253518
1833	4986.233246
1834	4986.202313
1835	4986.17213
1836	4986.140797
1837	4985.762514
1838	4985.741004
1839	4985.723401
1840	4985.692948
1841	4985.462407
1842	4985.433008
1843	4985.398379
1844	4985.373972
1845	4985.346067
1846	4985.316721
1847	4985.257266
1848	4985.063473
1849	4985.032619
1850	4985.009151
1851	4984.941353
1852	4984.922471
1853	4984.879271
1854	4984.847015
1855	4984.818307
1856	4984.790379
1857	4984.751816
1858	4984.702206
1859	4984.671528
1860	4984.528458
1861	4984.486284
1862	4984.4233
1863	4984.399344
1864	4984.372141
1865	4984.342543
1866	4984.323945
1867	4984.296686
1868	4984.26837
1869	4984.241116
1870	4984.1795
1871	4984.134945
1872	4984.104166
1873	4984.083077
1874	4984.016055
1875	4983.809251
1876	4983.779127
1877	4983.752088
1878	4983.722228
1879	4983.693405
1880	4983.665311
1881	4983.637956
1882	4983.619474
1883	4983.340874
1884	4983.091619
1885	4983.062288
1886	4982.922383
1887	4982.904954
1888	4982.877972
1889	4982.855593
1890	4982.828547
1891	4982.804835
1892	4982.776095
1893	4982.673151
1894	4982.354879
1895	4982.323599
1896	4982.290789
1897	4982.261429
1898	4982.069029
1899	4981.889436
1900	4981.851594
1901	4981.809967
1902	4981.790955
1903	4981.772352
1904	4981.73653
1905	4981.637211
1906	4981.609255
1907	4981.564674
1908	4981.4145
1909	4981.371137
1910	4981.342995
1911	4981.149758
1912	4981.12488
1913	4981.092369
1914	4980.797308
1915	4980.607366
1916	4980.58161
1917	4980.552867
1918	4980.525712
1919	4980.448505
1920	4980.420142
1921	4980.392928
1922	4980.327653
1923	4980.159864
1924	4980.124719
1925	4979.81984
1926	4979.632095
1927	4979.614093
1928	4979.587384
1929	4979.397361
1930	4979.370288
1931	4979.342888
1932	4979.314472
1933	4979.28607
1934	4979.259439
1935	4979.232861
1936	4979.196531
1937	4979.161352
1938	4979.142018
1939	4979.111821
1940	4979.084338
1941	4979.051652
1942	4979.026501
1943	4978.994701
1944	4978.873495
1945	4978.842587
1946	4978.795543
1947	4978.768337
1948	4978.610382
1949	4978.585512
1950	4978.559775
1951	4978.534789
1952	4978.526692
1953	4978.508895
1954	4978.487381
1955	4978.422222
1956	4978.412043
1957	4978.387193
1958	4978.336749
1959	4978.317852
1960	4977.95362
1961	4977.92118
1962	4977.892014
1963	4977.866135
1964	4977.85823
1965	4977.830666
1966	4977.809022
1967	4977.506214
1968	4977.425513
1969	4977.398391
1970	4977.378639
1971	4977.189179
1972	4977.167936
1973	4977.139934
1974	4977.111618
1975	4977.078736
1976	4977.059373
1977	4977.041895
1978	4977.021738
1979	4976.995601
1980	4976.962851
1981	4976.942449
1982	4976.925743
1983	4976.899087
1984	4976.86825
1985	4976.846899
1986	4976.826351
1987	4976.773699
1988	4976.685603
1989	4976.663239
1990	4976.644013
1991	4976.617676
1992	4976.596117
1993	4976.568181
1994	4976.532219
1995	4976.514689
1996	4976.468398
1997	4976.461224
1998	4976.433731
1999	4976.415583
2000	4976.24156
2001	4976.217797
2002	4976.188212
2003	4976.093331
2004	4976.075712
2005	4976.058306
2006	4976.024256
2007	4976.006731
2008	4975.988682
2009	4975.978426
2010	4975.953562
2011	4975.689959
2012	4975.664689
2013	4975.640637
2014	4975.616463
2015	4975.254484
2016	4975.217997
2017	4975.193604
2018	4975.165871
2019	4975.148098
2020	4975.114135
2021	4975.091465
2022	4975.017503
2023	4974.717903
2024	4974.692661
2025	4974.667677
2026	4974.652757
2027	4974.631397
2028	4974.613606
2029	4974.592808
2030	4974.411057
2031	4974.384441
2032	4974.359041
2033	4974.331514
2034	4974.321629
2035	4974.304578
2036	4974.277401
2037	4974.260934
2038	4974.227984
2039	4974.20398
2040	4974.194294
2041	4974.175931
2042	4973.967713
2043	4973.944112
2044	4973.894326
2045	4973.866952
2046	4973.850728
2047	4973.834736
2048	4973.514027
2049	4973.498538
2050	4973.470717
2051	4973.44544
2052	4973.424586
2053	4973.398898
2054	4973.376096
2055	4973.348587
2056	4973.239244
2057	4973.214346
2058	4973.187878
2059	4973.119613
2060	4973.093363
2061	4973.074152
2062	4973.046273
2063	4973.02601
2064	4972.999399
2065	4972.974395
2066	4972.794176
2067	4972.769012
2068	4972.753067
2069	4972.732047
2070	4972.705419
2071	4972.69005
2072	4972.665029
2073	4972.642238
2074	4972.346382
2075	4972.322179
2076	4972.289651
2077	4972.272782
2078	4972.246389
2079	4972.231088
2080	4972.14941
2081	4971.852431
2082	4971.827881
2083	4971.803797
2084	4971.785933
2085	4971.77021
2086	4971.752611
2087	4971.74554
2088	4971.714621
2089	4971.666384
2090	4971.46977
2091	4971.454121
2092	4971.436324
2093	4971.413529
2094	4971.394389
2095	4971.368259
2096	4971.347869
2097	4971.187763
2098	4971.159786
2099	4971.12176
2100	4971.102052
2101	4971.080309
2102	4971.05369
2103	4971.029192
2104	4971.01175
2105	4970.995344
2106	4970.974054
2107	4970.948321
2108	4970.93696
2109	4970.922804
2110	4970.900696
2111	4970.88447
2112	4970.864996
2113	4970.488346
2114	4970.474508
2115	4970.461134
2116	4970.445376
2117	4970.421488
2118	4970.40608
2119	4970.384066
2120	4970.359116
2121	4970.16651
2122	4969.793135
2123	4969.625565
2124	4969.609069
2125	4969.583167
2126	4969.576415
2127	4969.560538
2128	4969.524511
2129	4969.477478
2130	4969.236433
2131	4969.21019
2132	4968.995177
2133	4968.950954
2134	4968.922923
2135	4968.897427
2136	4968.843986
2137	4968.82789
2138	4968.800889
2139	4968.779012
2140	4968.759195
2141	4968.736278
2142	4968.654211
2143	4968.630784
2144	4968.606598
2145	4968.583577
2146	4968.556223
2147	4968.532148
2148	4968.525381
2149	4968.177384
2150	4968.151361
2151	4967.721858
2152	4967.652571
2153	4967.632912
2154	4967.619712
2155	4967.510596
2156	4967.488878
2157	4967.468049
2158	4967.444313
2159	4967.42511
2160	4967.383304
2161	4967.357403
2162	4967.333598
2163	4967.31102
2164	4967.291732
2165	4966.997634
2166	4966.976871
2167	4966.847001
2168	4966.840225
2169	4966.815327
2170	4966.787971
2171	4966.768761
2172	4966.7389
2173	4966.690961
2174	4966.675706
2175	4966.284551
2176	4966.278159
2177	4966.254685
2178	4966.174484
2179	4966.146737
2180	4966.120304
2181	4965.766103
2182	4965.595811
2183	4965.38942
2184	4965.374428
2185	4965.360731
2186	4965.345635
2187	4965.303946
2188	4965.289021
2189	4965.281205
2190	4965.234259
2191	4965.210731
2192	4965.18785
2193	4965.161766
2194	4964.817214
2195	4964.783791
2196	4964.759412
2197	4964.741432
2198	4964.336439
2199	4964.31507
2200	4964.072143
2201	4964.05702
2202	4964.026248
2203	4964.010334
2204	4963.988542
2205	4963.651731
2206	4963.60361
2207	4963.559102
2208	4963.218558
2209	4963.116086
2210	4963.094176
2211	4962.735351
2212	4962.675561
2213	4962.631701
2214	4962.611693
2215	4962.349639
2216	4962.330852
2217	4962.3121
2218	4962.29725
2219	4961.95671
2220	4961.941075
2221	4961.920957
2222	4961.895414
2223	4961.8742
2224	4961.859575
2225	4961.824034
2226	4961.804829
2227	4961.792123
2228	4961.778256
2229	4961.760174
2230	4961.668515
2231	4961.543164
2232	4961.517568
2233	4961.502358
2234	4961.338288
2235	4961.320366
2236	4961.116213
2237	4961.080048
2238	4961.064685
2239	4961.050195
2240	4960.792659
2241	4960.62694
2242	4960.606868
2243	4960.583346
2244	4960.565927
2245	4960.542834
2246	4960.508304
2247	4960.493245
2248	4960.423856
2249	4960.285529
2250	4960.272158
2251	4960.238484
2252	4960.2187
2253	4960.19834
2254	4960.008827
2255	4959.720814
2256	4959.694876
2257	4959.676389
2258	4959.512874
2259	4959.475966
2260	4959.438767
2261	4959.150583
2262	4959.135201
2263	4959.113607
2264	4959.093485
2265	4959.067949
2266	4958.893785
2267	4958.856624
2268	4958.483802
2269	4958.469162
2270	4958.383492
2271	4957.992901
2272	4957.903649
2273	4957.502225
2274	4957.484466
2275	4957.146004
2276	4957.094112
2277	4957.072434
2278	4957.047314
2279	4957.02695
2280	4956.651945
2281	4956.645785
2282	4956.629011
2283	4956.612723
2284	4956.599935
2285	4956.58316
2286	4956.55845
2287	4956.524393
2288	4956.500526
2289	4956.33049
2290	4956.30937
2291	4955.926484
2292	4955.912938
2293	4955.578188
2294	4955.562001
2295	4955.504656
2296	4955.220017
2297	4955.200405
2298	4955.179464
2299	4954.89526
2300	4954.879408
2301	4954.859677
2302	4954.518577
2303	4954.435668
2304	4954.037776
2305	4953.857946
2306	4953.837129
2307	4953.819728
2308	4953.805476
2309	4953.463967
2310	4953.124454
2311	4953.106812
2312	4953.04598
2313	4952.819342
2314	4952.541261
2315	4952.523866
2316	4952.241954
2317	4952.225243
2318	4952.166942
2319	4952.152438
2320	4952.132415
2321	4952.0929
2322	4952.078769
2323	4952.060277
2324	4952.042782
2325	4952.022888
2326	4951.689447
2327	4951.669501
2328	4951.598763
2329	4951.316585
2330	4951.299398
2331	4951.284627
2332	4951.271315
2333	4951.231646
2334	4950.873571
2335	4950.854192
2336	4950.819415
2337	4950.527538
2338	4950.508402
2339	4950.168852
2340	4950.140894
2341	4950.097548
2342	4950.078082
2343	4950.038205
2344	4949.976109
2345	4949.957182
2346	4949.868464
2347	4949.855589
2348	4949.817145
2349	4949.79609
2350	4949.778636
2351	4949.754234
2352	4949.733712
2353	4949.394691
2354	4949.364569
2355	4949.137331
2356	4949.117874
2357	4949.064311
2358	4949.046017
2359	4949.029221
2360	4949.012825
2361	4948.995461
2362	4948.947576
2363	4948.927992
2364	4948.728178
2365	4948.705454
2366	4948.680398
2367	4948.657428
2368	4948.642888
2369	4948.48953
2370	4948.47303
2371	4948.190956
2372	4948.179002
2373	4948.153389
2374	4948.065921
2375	4947.957227
2376	4947.947986
2377	4947.933498
2378	4947.900221
2379	4947.812422
2380	4947.77919
2381	4947.478457
2382	4947.458835
2383	4947.177438
2384	4947.163201
2385	4947.144443
2386	4947.096934
2387	4947.07353
2388	4947.064129
2389	4947.043848
2390	4947.026879
2391	4947.004491
2392	4946.991287
2393	4946.738695
2394	4946.620177
2395	4946.293705
2396	4946.125924
2397	4945.826706
2398	4945.806174
2399	4945.786917
2400	4945.507475
2401	4945.321226
2402	4945.228285
2403	4945.215031
2404	4945.178913
2405	4945.163249
2406	4945.149624
2407	4945.057406
2408	4945.037216
2409	4944.830013
2410	4944.505271
2411	4944.485386
2412	4944.162063
2413	4944.132484
2414	4944.050391
2415	4944.018412
2416	4944.003514
2417	4943.991272
2418	4943.971074
2419	4943.871391
2420	4943.673965
2421	4943.398458
2422	4943.359682
2423	4943.332098
2424	4943.317501
2425	4943.14359
2426	4942.990916
2427	4942.971923
2428	4942.958222
2429	4942.680736
2430	4942.291904
2431	4942.271193
2432	4941.946156
2433	4941.930191
2434	4941.914706
2435	4941.863491
2436	4941.846125
2437	4941.833517
2438	4941.523084
2439	4941.406993
2440	4941.385312
2441	4941.109193
2442	4941.090134
2443	4941.060281
2444	4941.043553
2445	4941.025446
2446	4941.01529
2447	4940.933203
2448	4940.60183
2449	4940.278471
2450	4940.234838
2451	4940.201839
2452	4940.162873
2453	4940.15096
2454	4940.133216
2455	4940.115571
2456	4939.730849
2457	4939.720231
2458	4939.545149
2459	4939.534861
2460	4939.305487
2461	4939.286127
2462	4939.274662
2463	4939.003488
2464	4938.990468
2465	4938.72339
2466	4938.45193
2467	4938.404008
2468	4938.372335
2469	4938.345486
2470	4938.327687
2471	4938.309922
2472	4938.292383
2473	4938.275476
2474	4938.045619
2475	4938.014159
2476	4937.970121
2477	4937.956786
2478	4937.941377
2479	4937.677962
2480	4937.668798
2481	4937.650385
2482	4937.37451
2483	4937.092312
2484	4937.073919
2485	4937.052685
2486	4936.724342
2487	4936.688726
2488	4936.419458
2489	4936.400092
2490	4936.362189
2491	4936.343505
2492	4936.015954
2493	4936.00041
2494	4935.978596
2495	4935.783795
2496	4935.772709
2497	4935.762092
2498	4935.461196
2499	4935.062554
2500	4935.044714
2501	4935.030637
2502	4934.768301
2503	4934.508514
2504	4934.490733
2505	4934.374702
2506	4934.364019
2507	4934.096843
2508	4934.03285
2509	4934.017814
2510	4934.005818
2511	4933.740031
2512	4933.377555
2513	4933.360419
2514	4933.169956
2515	4932.852699
2516	4932.828957
2517	4932.748176
2518	4932.35178
2519	4932.33908
2520	4932.322462
2521	4932.284871
2522	4932.270831
2523	4932.252053
2524	4932.216568
2525	4932.200002
2526	4932.117916
2527	4932.074145
2528	4931.808749
2529	4931.797069
2530	4931.508391
2531	4931.492556
2532	4931.445906
2533	4931.430257
2534	4931.410676
2535	4931.347174
2536	4931.335225
2537	4931.248632
2538	4931.056474
2539	4931.043498
2540	4931.032012
2541	4930.744169
2542	4930.51046
2543	4930.486296
2544	4930.460143
2545	4930.447659
2546	4930.429895
2547	4930.413085
2548	4930.40116
2549	4930.362615
2550	4930.263799
2551	4930.247029
2552	4929.991522
2553	4929.727933
2554	4929.406929
2555	4929.390588
2556	4929.379138
2557	4929.363362
2558	4929.014508
2559	4928.998498
2560	4928.982758
2561	4928.966439
2562	4928.951972
2563	4928.57421
2564	4928.562016
2565	4928.302984
2566	4928.067949
2567	4927.824568
2568	4927.799964
2569	4927.652902
2570	4927.39602
2571	4927.362827
2572	4927.350255
2573	4927.280046
2574	4926.932889
2575	4926.905859
2576	4926.893953
2577	4926.88131
2578	4926.867235
2579	4926.857231
2580	4926.601146
2581	4926.568329
2582	4926.550301
2583	4926.225321
2584	4926.022771
2585	4926.014837
2586	4925.625092
2587	4925.612893
2588	4925.598464
2589	4925.252257
2590	4924.992115
2591	4924.973787
2592	4924.737742
2593	4924.719786
2594	4924.461204
2595	4924.398751
2596	4924.381872
2597	4924.130025
2598	4924.119289
2599	4924.109404
2600	4923.850787
2601	4923.823267
2602	4923.81237
2603	4923.796448
2604	4923.691388
2605	4923.686656
2606	4923.606421
2607	4923.442357
2608	4923.182205
2609	4922.991179
2610	4922.979307
2611	4922.961328
2612	4922.941872
2613	4922.870391
2614	4922.858625
2615	4922.840474
2616	4922.82772
2617	4922.81222
2618	4922.622701
2619	4922.363023
2620	4922.345687
2621	4922.334272
2622	4922.322802
2623	4922.307494
2624	4922.293129
2625	4922.077172
2626	4922.057658
2627	4922.041242
2628	4921.991655
2629	4921.734981
2630	4921.714425
2631	4921.700736
2632	4921.688447
2633	4921.672631
2634	4921.654948
2635	4921.615108
2636	4921.600625
2637	4921.579256
2638	4921.287515
2639	4920.909815
2640	4920.65969
2641	4920.408155
2642	4920.333168
2643	4920.316231
2644	4920.307102
2645	4920.027239
2646	4920.020166
2647	4919.737385
2648	4919.721738
2649	4919.709899
2650	4919.698293
2651	4919.656645
2652	4919.431009
2653	4919.414945
2654	4919.399273
2655	4919.385546
2656	4919.367709
2657	4919.069113
2658	4919.054984
2659	4919.047197
2660	4918.792871
2661	4918.781669
2662	4918.528816
2663	4918.525384
2664	4918.499474
2665	4918.246122
2666	4917.985315
2667	4917.965558
2668	4917.949696
2669	4917.933791
2670	4917.919718
2671	4917.641619
2672	4917.45369
2673	4917.220416
2674	4917.197634
2675	4916.944277
2676	4916.933365
2677	4916.921436
2678	4916.901636
2679	4916.884222
2680	4916.712478
2681	4916.701825
2682	4916.676889
2683	4916.616124
2684	4916.43492
2685	4916.422661
2686	4916.409786
2687	4916.392712
2688	4916.375571
2689	4916.358636
2690	4916.34531
2691	4916.256912
2692	4916.232933
2693	4915.981711
2694	4915.731962
2695	4915.715245
2696	4915.702139
2697	4915.5595
2698	4915.312365
2699	4915.294644
2700	4915.280234
2701	4915.263533
2702	4914.953372
2703	4914.717885
2704	4914.710064
2705	4914.524501
2706	4914.320139
2707	4914.289741
2708	4914.274738
2709	4914.265551
2710	4914.25126
2711	4913.976008
2712	4913.958564
2713	4913.949072
2714	4913.559219
2715	4913.399581
2716	4913.388607
2717	4913.373017
2718	4913.096019
2719	4912.845224
2720	4912.838419
2721	4912.831586
2722	4912.817058
2723	4912.772854
2724	4912.762782
2725	4912.747565
2726	4912.507449
2727	4912.477286
2728	4912.458506
2729	4912.441711
2730	4912.42987
2731	4912.389852
2732	4912.144971
2733	4912.130407
2734	4912.112039
2735	4912.094674
2736	4912.040561
2737	4911.795876
2738	4911.780973
2739	4911.771785
2740	4911.731297
2741	4911.717945
2742	4911.710997
2743	4911.673687
2744	4911.664177
2745	4911.551056
2746	4911.474349
2747	4911.377703
2748	4911.195428
2749	4910.949564
2750	4910.935342
2751	4910.894512
2752	4910.861228
2753	4910.731344
2754	4910.485061
2755	4910.472003
2756	4910.227033
2757	4910.216014
2758	4910.19805
2759	4910.161479
2760	4910.147169
2761	4909.937783
2762	4909.692429
2763	4909.617291
2764	4909.371726
2765	4909.352598
2766	4909.337776
2767	4909.327472
2768	4909.316783
2769	4909.112041
2770	4909.096421
2771	4908.792308
2772	4908.778646
2773	4908.610374
2774	4908.586454
2775	4908.343086
2776	4908.329826
2777	4908.057332
2778	4907.814498
2779	4907.797937
2780	4907.781756
2781	4907.664894
2782	4907.656192
2783	4907.640054
2784	4907.396868
2785	4907.271705
2786	4907.259457
2787	4906.931297
2788	4906.922123
2789	4906.909431
2790	4906.898741
2791	4906.882861
2792	4906.663491
2793	4906.388697
2794	4906.14669
2795	4905.911352
2796	4905.661159
2797	4905.421907
2798	4905.249623
2799	4905.236579
2800	4904.942424
2801	4904.926553
2802	4904.915919
2803	4904.904362
2804	4904.782962
2805	4904.778656
2806	4904.749838
2807	4904.722565
2808	4904.712041
2809	4904.471905
2810	4904.414429
2811	4904.174641
2812	4903.954175
2813	4903.942463
2814	4903.872663
2815	4903.634408
2816	4903.518236
2817	4903.498226
2818	4903.449544
2819	4903.2115
2820	4903.150283
2821	4903.13638
2822	4903.122807
2823	4903.039936
2824	4903.028178
2825	4902.912553
2826	4902.749077
2827	4902.497626
2828	4902.371346
2829	4902.337525
2830	4902.323476
2831	4902.306625
2832	4902.290661
2833	4902.273185
2834	4902.259656
2835	4902.141873
2836	4902.048933
2837	4901.87864
2838	4901.704048
2839	4901.691728
2840	4901.663795
2841	4901.65203
2842	4901.639296
2843	4901.626167
2844	4901.610083
2845	4901.602453
2846	4901.390201
2847	4901.378735
2848	4901.36742
2849	4901.360816
2850	4901.118538
2851	4901.108985
2852	4900.960425
2853	4900.919888
2854	4900.908298
2855	4900.894518
2856	4900.711817
2857	4900.475806
2858	4900.402242
2859	4900.388053
2860	4900.372281
2861	4900.362781
2862	4900.349628
2863	4900.334925
2864	4900.319306
2865	4900.24773
2866	4900.01214
2867	4899.999469
2868	4899.988091
2869	4899.77433
2870	4899.742596
2871	4899.734518
2872	4899.724135
2873	4899.542958
2874	4899.363926
2875	4899.349253
2876	4899.339828
2877	4899.330164
2878	4899.093309
2879	4899.083005
2880	4899.068765
2881	4899.017387
2882	4899.011072
2883	4899.001304
2884	4898.985993
2885	4898.751786
2886	4898.727366
2887	4898.710513
2888	4898.695692
2889	4898.524871
2890	4898.513215
2891	4898.503822
2892	4898.489729
2893	4898.174882
2894	4898.128473
2895	4897.895963
2896	4897.886405
2897	4897.770761
2898	4897.752029
2899	4897.73599
2900	4897.719741
2901	4897.473073
2902	4897.461048
2903	4897.197462
2904	4896.965066
2905	4896.732913
2906	4896.488587
2907	4896.439178
2908	4896.236033
2909	4895.973817
2910	4895.808814
2911	4895.577891
2912	4895.560411
2913	4895.536223
2914	4895.524535
2915	4895.293985
2916	4895.06331
2917	4895.039306
2918	4895.027473
2919	4894.732181
2920	4894.715743
2921	4894.480746
2922	4894.251135
2923	4894.239735
2924	4894.15725
2925	4894.14021
2926	4893.93704
2927	4893.920216
2928	4893.69123
2929	4893.686309
2930	4893.674486
2931	4893.61398
2932	4893.602285
2933	4893.593872
2934	4893.518698
2935	4893.508762
2936	4893.493953
2937	4893.370332
2938	4893.319787
2939	4893.307605
2940	4893.274668
2941	4893.226691
2942	4893.215623
2943	4893.02638
2944	4892.965728
2945	4892.834045
2946	4892.823032
2947	4892.587263
2948	4892.473037
2949	4892.250748
2950	4892.204873
2951	4892.15541
2952	4892.099309
2953	4891.807718
2954	4891.580631
2955	4891.353897
2956	4891.323779
2957	4891.3087
2958	4891.301835
2959	4891.101037
2960	4891.091186
2961	4890.892421
2962	4890.666446
2963	4890.636122
2964	4890.620332
2965	4890.386838
2966	4890.220261
2967	4890.210203
2968	4890.182042
2969	4890.128645
2970	4890.113434
2971	4890.104692
2972	4890.075998
2973	4890.066218
2974	4890.048976
2975	4889.7925
2976	4889.780934
2977	4889.638763
2978	4889.627043
2979	4889.613811
2980	4889.60286
2981	4889.590949
2982	4889.571063
2983	4889.526147
2984	4889.514497
2985	4889.490389
2986	4889.481662
2987	4889.468058
2988	4889.403979
2989	4889.389862
2990	4889.152178
2991	4889.113815
2992	4889.086442
2993	4889.076139
2994	4888.794402
2995	4888.765397
2996	4888.757661
2997	4888.498331
2998	4888.479788
2999	4888.466433
3000	4888.457406
3001	4888.352604
3002	4888.299452
3003	4888.284735
3004	4888.26839
3005	4888.036666
3006	4888.013073
3007	4887.912269
3008	4887.903171
3009	4887.671663
3010	4887.656167
3011	4887.646926
3012	4887.641461
3013	4887.631341
3014	4887.62088
3015	4887.610001
3016	4887.598535
3017	4887.256569
3018	4887.250254
3019	4887.235965
3020	4887.227339
3021	4887.215827
3022	4887.206018
3023	4887.192103
3024	4887.177547
3025	4887.073147
3026	4887.042781
3027	4886.988084
3028	4886.914497
3029	4886.865259
3030	4886.769786
3031	4886.757543
3032	4886.582823
3033	4886.575537
3034	4886.564705
3035	4886.546454
3036	4886.535865
3037	4886.314415
3038	4886.295518
3039	4886.284691
3040	4886.270573
3041	4886.192463
3042	4885.958121
3043	4885.918278
3044	4885.904846
3045	4885.877546
3046	4885.656766
3047	4885.422772
3048	4885.400481
3049	4885.387196
3050	4885.356645
3051	4885.296869
3052	4885.075997
3053	4885.061838
3054	4884.990921
3055	4884.784503
3056	4884.767661
3057	4884.760968
3058	4884.752373
3059	4884.659451
3060	4884.645673
3061	4884.607109
3062	4884.583932
3063	4884.577038
3064	4884.566056
3065	4884.521662
3066	4884.498137
3067	4884.275465
3068	4884.267444
3069	4884.248329
3070	4884.233657
3071	4884.013543
3072	4883.788772
3073	4883.730505
3074	4883.719457
3075	4883.700887
3076	4883.692199
3077	4883.677939
3078	4883.667562
3079	4883.613632
3080	4883.600254
3081	4883.552192
3082	4883.541677
3083	4883.236123
3084	4883.22579
3085	4883.109547
3086	4883.094516
3087	4883.082066
3088	4883.067871
3089	4882.913845
3090	4882.906668
3091	4882.893243
3092	4882.818641
3093	4882.636012
3094	4882.625546
3095	4882.617588
3096	4882.601859
3097	4882.588456
3098	4882.576626
3099	4882.505892
3100	4882.497173
3101	4882.315221
3102	4882.302816
3103	4882.284376
3104	4882.273539
3105	4882.080276
3106	4881.853809
3107	4881.718821
3108	4881.709337
3109	4881.488664
3110	4881.478516
3111	4881.258052
3112	4881.04056
3113	4881.030452
3114	4880.800482
3115	4880.787386
3116	4880.777751
3117	4880.766913
3118	4880.516907
3119	4880.51057
3120	4880.293922
3121	4880.27412
3122	4880.259938
3123	4880.043673
3124	4879.816096
3125	4879.80562
3126	4879.785305
3127	4879.743352
3128	4879.697512
3129	4879.688866
3130	4879.678586
3131	4879.636722
3132	4879.408741
3133	4879.398391
3134	4879.392337
3135	4879.384328
3136	4879.368042
3137	4879.362468
3138	4879.146971
3139	4878.931879
3140	4878.716637
3141	4878.707997
3142	4878.699371
3143	4878.641798
3144	4878.435811
3145	4878.187649
3146	4877.959942
3147	4877.945082
3148	4877.930886
3149	4877.882168
3150	4877.871665
3151	4877.858372
3152	4877.848812
3153	4877.601788
3154	4877.592019
3155	4877.576434
3156	4877.562532
3157	4877.349736
3158	4877.34387
3159	4877.324696
3160	4877.310927
3161	4877.304519
3162	4877.087492
3163	4877.075413
3164	4876.85854
3165	4876.650297
3166	4876.639734
3167	4876.448642
3168	4876.438023
3169	4876.220726
3170	4875.997391
3171	4875.96418
3172	4875.957795
3173	4875.943906
3174	4875.866554
3175	4875.654748
3176	4875.607776
3177	4875.59857
3178	4875.386052
3179	4875.373737
3180	4875.305677
3181	4875.242769
3182	4875.234021
3183	4875.21715
3184	4875.148182
3185	4875.12265
3186	4875.108456
3187	4875.087925
3188	4875.055577
3189	4875.049185
3190	4875.038539
3191	4875.016696
3192	4875.007234
3193	4874.988133
3194	4874.97966
3195	4874.952151
3196	4874.941711
3197	4874.817801
3198	4874.808979
3199	4874.772107
3200	4874.757142
3201	4874.546141
3202	4874.495381
3203	4874.481064
3204	4874.456467
3205	4874.241236
3206	4874.233642
3207	4874.226773
3208	4874.216342
3209	4874.205203
3210	4873.990766
3211	4873.979849
3212	4873.970875
3213	4873.957002
3214	4873.947569
3215	4873.919226
3216	4873.878157
3217	4873.684126
