iter	RMSE
132	5255.60073
133	5254.899711
134	5254.636933
135	5254.094664
136	5253.567063
137	5253.305556
138	5252.77744
139	5252.522868
140	5252.175507
141	5251.914767
142	5251.392649
143	5250.855129
144	5250.516649
145	5250.172662
146	5249.914374
147	5249.595961
148	5249.082323
149	5248.583626
150	5247.889375
151	5247.343741
152	5246.651441
153	5246.118891
154	5245.428634
155	5245.101603
156	5244.763327
157	5244.426594
158	5244.172788
159	5243.485627
160	5242.80011
161	5242.308655
162	5241.770624
163	5241.259359
164	5240.601486
165	5240.267799
166	5239.780051
167	5239.448666
168	5238.977499
169	5238.435752
170	5237.897994
171	5237.392042
172	5237.067912
173	5236.551209
174	5236.035766
175	5235.707391
176	5235.461537
177	5235.135304
178	5234.89015
179	5234.183475
180	5233.863761
181	5233.618724
182	5233.097636
183	5232.854672
184	5232.349028
185	5232.025694
186	5231.517188
187	5231.195592
188	5230.696358
189	5230.375702
190	5230.056359
191	5229.754579
192	5229.419071
193	5229.14459
194	5228.644566
195	5228.154582
196	5227.687811
197	5227.215483
198	5226.899013
199	5226.660817
200	5226.195741
201	5225.880498
202	5225.566852
203	5225.097412
204	5224.614357
205	5224.112705
206	5223.800439
207	5223.498149
208	5223.1961
209	5222.884738
210	5222.656748
211	5222.005895
212	5221.514325
213	5221.021282
214	5220.788688
215	5220.56316
216	5220.333015
217	5219.844373
218	5219.381644
219	5219.092068
220	5218.786561
221	5218.33404
222	5217.87385
223	5217.644302
224	5217.415246
225	5217.187454
226	5216.7346
227	5216.234766
228	5216.031085
229	5215.536321
230	5215.218322
231	5214.991697
232	5214.534731
233	5214.315136
234	5214.057109
235	5213.859458
236	5213.406461
237	5212.926408
238	5212.446808
239	5212.227331
240	5211.783722
241	5211.337877
242	5211.010229
243	5210.533398
244	5210.236726
245	5209.760991
246	5209.285956
247	5209.0927
248	5208.896211
249	5208.448299
250	5208.176621
251	5207.704509
252	5207.396931
253	5207.205883
254	5207.000979
255	5206.531126
256	5206.098914
257	5205.629871
258	5205.339007
259	5204.870977
260	5204.582293
261	5204.046892
262	5203.854652
263	5203.389665
264	5203.169938
265	5202.707759
266	5202.520906
267	5202.256354
268	5201.795985
269	5201.532543
270	5201.214007
271	5200.968587
272	5200.449117
273	5200.135261
274	5199.676449
275	5199.056924
276	5198.598928
277	5198.4118
278	5198.225243
279	5198.041821
280	5197.727091
281	5197.430792
282	5197.108589
283	5196.842058
284	5196.414794
285	5195.961205
286	5195.527793
287	5195.102215
288	5194.843013
289	5194.578763
290	5194.148343
291	5193.856495
292	5193.654742
293	5193.349057
294	5193.074025
295	5192.8927
296	5192.618032
297	5192.189332
298	5191.761305
299	5191.255812
300	5190.982698
301	5190.677462
302	5190.251501
303	5189.947188
304	5189.296468
305	5188.863203
306	5188.688916
307	5188.418859
308	5187.977103
309	5187.802598
310	5187.533787
311	5187.222138
312	5186.961406
313	5186.702663
314	5186.212311
315	5185.958571
316	5185.71402
317	5185.460854
318	5185.043411
319	5184.871872
320	5184.435666
321	5184.223053
322	5183.958479
323	5183.766514
324	5183.351461
325	5182.869649
326	5182.462544
327	5182.163791
328	5181.951298
329	5181.741356
330	5181.484059
331	5181.070421
332	5180.80993
333	5180.515858
334	5180.327747
335	5180.139157
336	5179.709718
337	5179.421327
338	5179.234642
339	5179.03679
340	5178.850213
341	5178.592296
342	5178.395707
343	5178.189686
344	5177.694225
345	5177.490626
346	5177.07888
347	5176.846547
348	5176.38228
349	5175.973644
350	5175.789509
351	5175.498893
352	5175.316625
353	5174.910225
354	5174.622111
355	5174.218009
356	5173.811814
357	5173.645553
358	5173.248721
359	5172.850626
360	5172.563792
361	5172.1254
362	5171.728378
363	5171.324949
364	5171.126474
365	5170.638147
366	5170.452578
367	5170.203711
368	5169.740462
369	5169.256753
370	5168.887928
371	5168.710175
372	5168.312571
373	5168.06564
374	5167.668616
375	5167.279071
376	5166.883544
377	5166.708452
378	5166.296615
379	5166.122517
380	5165.72845
381	5165.318876
382	5165.14457
383	5164.971046
384	5164.811563
385	5164.404866
386	5163.996924
387	5163.521394
388	5163.362832
389	5162.978806
390	5162.647768
391	5162.475745
392	5162.285542
393	5162.115192
394	5161.958247
395	5161.570749
396	5161.181361
397	5160.9924
398	5160.78929
399	5160.466107
400	5160.079887
401	5159.679605
402	5159.292936
403	5158.954632
404	5158.585107
405	5158.418002
406	5158.034695
407	5157.886069
408	5157.720114
409	5157.457703
410	5157.273004
411	5157.107181
412	5156.923266
413	5156.758364
414	5156.585141
415	5156.438469
416	5156.274434
417	5155.935565
418	5155.753374
419	5155.531962
420	5155.136805
421	5154.955005
422	5154.792584
423	5154.620406
424	5154.440041
425	5154.103681
426	5153.941899
427	5153.565233
428	5153.229636
429	5152.97407
430	5152.707625
431	5152.452904
432	5151.911446
433	5151.734109
434	5151.42338
435	5151.245515
436	5150.856843
437	5150.679548
438	5150.347505
439	5150.190337
440	5149.972642
441	5149.608755
442	5149.458094
443	5149.301066
444	5148.985858
445	5148.656121
446	5148.339289
447	5148.010946
448	5147.855757
449	5147.680974
450	5147.316853
451	5147.161916
452	5146.794663
453	5146.369242
454	5146.19773
455	5146.02729
456	5145.856455
457	5145.685615
458	5145.467255
459	5145.164383
460	5144.854376
461	5144.683666
462	5144.361189
463	5144.225716
464	5143.746278
465	5143.424814
466	5143.102701
467	5142.794592
468	5142.626346
469	5142.458678
470	5142.097461
471	5141.709755
472	5141.543387
473	5141.224609
474	5141.079756
475	5140.931571
476	5140.78281
477	5140.635159
478	5140.470736
479	5140.155493
480	5139.991467
481	5139.607702
482	5139.450057
483	5139.133498
484	5138.987139
485	5138.684669
486	5138.539533
487	5138.394498
488	5138.232749
489	5138.070804
490	5137.909351
491	5137.765462
492	5137.604507
493	5137.248936
494	5136.935027
495	5136.579925
496	5136.265163
497	5135.952674
498	5135.793204
499	5135.485982
500	5135.177544
501	5135.035667
502	5134.725067
503	5134.418979
504	5134.261118
505	5134.102367
506	5133.962243
507	5133.822482
508	5133.666207
509	5133.362159
510	5133.209597
511	5133.054076
512	5132.915757
513	5132.78856
514	5132.6494
515	5132.510701
516	5132.282234
517	5132.143717
518	5131.989191
519	5131.834821
520	5131.530493
521	5131.225261
522	5131.072437
523	5130.699436
524	5130.399678
525	5130.247945
526	5129.944179
527	5129.641245
528	5129.489871
529	5129.338615
530	5128.975373
531	5128.825076
532	5128.6746
533	5128.384864
534	5128.069852
535	5127.936557
536	5127.63667
537	5127.487907
538	5127.339049
539	5127.190724
540	5127.042397
541	5126.893764
542	5126.76091
543	5126.613585
544	5126.32555
545	5126.027696
546	5125.895572
547	5125.748927
548	5125.602655
549	5125.260966
550	5124.951155
551	5124.806289
552	5124.451476
553	5124.306507
554	5124.160731
555	5123.86435
556	5123.735509
557	5123.444843
558	5123.302628
559	5123.158223
560	5123.015224
561	5122.871149
562	5122.752773
563	5122.609284
564	5122.482823
565	5122.340999
566	5122.199372
567	5122.073506
568	5121.932828
569	5121.574705
570	5121.282574
571	5121.156959
572	5121.032065
573	5120.744862
574	5120.454035
575	5120.330226
576	5120.190445
577	5120.051168
578	5119.927324
579	5119.63745
580	5119.499349
581	5119.376029
582	5119.088031
583	5118.580147
584	5118.302261
585	5118.165347
586	5118.043924
587	5117.922092
588	5117.716553
589	5117.414306
590	5117.278037
591	5116.996991
592	5116.81372
593	5116.58848
594	5116.45369
595	5116.174192
596	5115.899731
597	5115.764106
598	5115.629467
599	5115.50927
600	5115.389635
601	5115.256142
602	5114.983221
603	5114.704213
604	5114.514709
605	5114.396551
606	5114.278965
607	5114.146122
608	5113.866775
609	5113.525725
610	5113.394173
611	5113.096992
612	5112.815612
613	5112.535246
614	5112.41814
615	5112.301624
616	5112.171665
617	5112.056323
618	5111.84848
619	5111.733707
620	5111.56832
621	5111.477842
622	5111.362476
623	5111.247831
624	5111.11906
625	5111.001938
626	5110.873202
627	5110.760215
628	5110.4902
629	5110.197323
630	5110.091632
631	5109.977945
632	5109.85058
633	5109.73773
634	5109.610935
635	5109.406795
636	5109.117524
637	5108.991613
638	5108.864801
639	5108.752813
640	5108.627481
641	5108.516512
642	5108.39133
643	5108.280074
644	5108.16914
645	5108.040809
646	5107.915988
647	5107.792831
648	5107.684338
649	5107.560513
650	5107.437369
651	5107.098831
652	5106.976083
653	5106.709764
654	5106.600816
655	5106.339535
656	5106.230882
657	5106.018587
658	5105.807781
659	5105.686811
660	5105.565669
661	5105.444922
662	5105.338496
663	5104.865482
664	5104.655681
665	5104.548907
666	5104.285796
667	5104.179506
668	5104.07418
669	5103.864445
670	5103.758697
671	5103.639497
672	5103.329968
673	5103.241787
674	5102.958138
675	5102.853607
676	5102.592845
677	5102.313253
678	5102.209991
679	5102.105806
680	5102.00214
681	5101.884627
682	5101.605879
683	5101.501934
684	5101.385711
685	5101.127949
686	5101.025229
687	5100.908947
688	5100.62944
689	5100.372454
690	5100.270565
691	5100.169059
692	5100.06906
693	5099.966712
694	5099.866155
695	5099.674088
696	5099.573995
697	5099.30096
698	5099.228282
699	5098.973917
700	5098.792564
701	5098.692335
702	5098.59275
703	5098.480692
704	5098.204707
705	5098.091746
706	5097.842037
707	5097.729907
708	5097.629957
709	5097.356168
710	5097.285867
711	5097.187768
712	5097.089082
713	5096.997463
714	5096.885945
715	5096.6848
716	5096.434177
717	5096.323086
718	5096.225514
719	5096.128215
720	5096.017752
721	5095.770972
722	5095.661429
723	5095.551466
724	5095.442013
725	5095.345757
726	5095.074423
727	5094.825237
728	5094.728984
729	5094.633967
730	5094.538111
731	5094.290116
732	5094.195711
733	5094.100452
734	5093.856353
735	5093.762614
736	5093.668221
737	5093.573797
738	5093.48007
739	5093.234502
740	5093.14167
741	5093.055024
742	5092.957711
743	5092.86545
744	5092.670278
745	5092.402994
746	5092.158466
747	5091.913711
748	5091.718363
749	5091.613207
750	5091.530221
751	5091.26449
752	5091.021503
753	5090.930102
754	5090.825574
755	5090.734376
756	5090.63099
757	5090.527892
758	5090.289394
759	5090.186288
760	5090.082148
761	5089.975488
762	5089.73432
763	5089.641965
764	5089.551646
765	5089.360246
766	5089.271032
767	5089.181211
768	5088.919472
769	5088.817211
770	5088.626644
771	5088.387244
772	5088.196572
773	5087.936359
774	5087.696041
775	5087.434974
776	5087.346649
777	5087.245773
778	5087.145503
779	5087.045889
780	5086.958065
781	5086.719931
782	5086.654316
783	5086.415713
784	5086.329308
785	5086.110152
786	5086.023576
787	5085.787216
788	5085.699816
789	5085.290355
790	5085.100542
791	5085.014086
792	5084.927739
793	5084.82542
794	5084.727913
795	5084.333897
796	5084.099267
797	5084.001745
798	5083.916048
799	5083.818754
800	5083.721634
801	5083.488194
802	5083.103427
803	5083.007309
804	5082.821318
805	5082.415375
806	5082.331349
807	5082.101457
808	5082.018661
809	5081.83153
810	5081.748765
811	5081.517128
812	5081.288677
813	5081.206372
814	5081.112347
815	5080.881694
816	5080.796233
817	5080.568678
818	5080.486398
819	5080.302406
820	5080.208533
821	5080.115077
822	5080.033733
823	5079.937917
824	5079.754052
825	5079.673203
826	5079.489723
827	5079.306148
828	5079.225786
829	5078.997367
830	5078.922463
831	5078.699362
832	5078.319909
833	5078.240385
834	5078.058478
835	5077.984051
836	5077.75826
837	5077.66701
838	5077.440536
839	5077.360898
840	5077.13495
841	5077.055293
842	5076.836039
843	5076.745668
844	5076.578712
845	5076.487519
846	5076.409365
847	5076.228675
848	5075.980126
849	5075.90171
850	5075.824811
851	5075.747126
852	5075.670102
853	5075.593108
854	5075.516341
855	5075.427674
856	5075.351667
857	5075.174143
858	5074.956222
859	5074.879205
860	5074.791529
861	5074.574564
862	5074.357383
863	5074.178957
864	5073.804519
865	5073.716783
866	5073.640937
867	5073.462794
868	5073.387638
869	5073.312156
870	5073.237146
871	5073.176437
872	5072.928113
873	5072.853966
874	5072.748469
875	5072.677841
876	5072.602998
877	5072.527985
878	5072.453319
879	5072.236614
880	5072.06063
881	5071.971593
882	5071.902473
883	5071.689086
884	5071.615423
885	5071.401682
886	5071.329275
887	5071.11994
888	5070.978244
889	5070.765728
890	5070.590886
891	5070.417979
892	5070.206357
893	5070.133725
894	5070.067774
895	5069.995762
896	5069.749964
897	5069.678305
898	5069.619448
899	5069.40845
900	5069.193127
901	5068.982952
902	5068.765607
903	5068.592991
904	5068.524813
905	5068.443084
906	5068.272174
907	5068.064533
908	5067.970526
909	5067.899524
910	5067.829101
911	5067.743331
912	5067.578881
913	5067.509607
914	5067.428345
915	5067.215563
916	5067.044106
917	5066.92139
918	5066.715031
919	5066.38158
920	5066.312736
921	5066.250287
922	5066.181555
923	5065.974963
924	5065.895046
925	5065.688737
926	5065.605381
927	5065.536977
928	5065.201275
929	5065.132955
930	5064.964642
931	5064.760028
932	5064.692655
933	5064.624805
934	5064.557255
935	5064.490255
936	5064.422933
937	5064.355333
938	5064.151028
939	5064.08454
940	5064.004647
941	5063.799089
942	5063.593924
943	5063.527167
944	5063.133098
945	5063.056525
946	5062.991032
947	5062.823787
948	5062.758108
949	5062.592841
950	5062.391226
951	5062.325858
952	5062.124552
953	5062.058613
954	5061.993597
955	5061.939673
956	5061.874298
957	5061.813738
958	5061.612719
959	5061.410726
960	5061.246059
961	5061.081087
962	5060.879725
963	5060.542457
964	5060.478661
965	5060.313655
966	5060.116017
967	5060.051935
968	5059.988687
969	5059.914288
970	5059.839226
971	5059.762144
972	5059.564212
973	5059.500712
974	5059.442283
975	5059.3103
976	5059.112971
977	5058.994643
978	5058.797904
979	5058.601562
980	5058.440682
981	5058.244166
982	5058.181599
983	5058.135561
984	5058.073831
985	5057.880065
986	5057.584286
987	5057.389809
988	5057.328061
989	5057.254497
990	5057.094089
991	5056.761365
992	5056.434224
993	5056.133983
994	5055.942096
995	5055.870321
996	5055.799235
997	5055.638021
998	5055.576868
999	5055.384071
1000	5055.311109
1001	5055.253348
1002	5055.094248
1003	5054.934085
1004	5054.874662
1005	5054.684315
1006	5054.588027
1007	5054.25632
1008	5054.196216
1009	5054.074726
1010	5053.972843
1011	5053.913191
1012	5053.822703
1013	5053.669974
1014	5053.595025
1015	5053.512495
1016	5053.453903
1017	5053.263257
1018	5053.207933
1019	5053.017553
1020	5052.829487
1021	5052.770515
1022	5052.572849
1023	5052.514527
1024	5052.456542
1025	5052.388612
1026	5052.061468
1027	5051.875755
1028	5051.798275
1029	5051.716578
1030	5051.659267
1031	5051.503292
1032	5051.431268
1033	5051.078695
1034	5050.921584
1035	5050.776228
1036	5050.6886
1037	5050.533356
1038	5050.452824
1039	5050.396368
1040	5050.209318
1041	5050.152125
1042	5050.105214
1043	5049.916609
1044	5049.881198
1045	5049.810703
1046	5049.655276
1047	5049.598947
1048	5049.533025
1049	5049.476816
1050	5049.406497
1051	5049.351267
1052	5049.257141
1053	5049.071824
1054	5048.917568
1055	5048.813215
1056	5048.757562
1057	5048.672514
1058	5048.614781
1059	5048.542796
1060	5048.364969
1061	5048.211472
1062	5048.128796
1063	5047.944896
1064	5047.762971
1065	5047.610945
1066	5047.427249
1067	5047.244056
1068	5047.123292
1069	5047.069037
1070	5046.886953
1071	5046.786554
1072	5046.607046
1073	5046.552616
1074	5046.369215
1075	5046.298402
1076	5046.245145
1077	5046.197802
1078	5046.159445
1079	5046.00744
1080	5045.960043
1081	5045.808507
1082	5045.627439
1083	5045.522094
1084	5045.456325
1085	5045.274587
1086	5045.181568
1087	5045.142019
1088	5044.96022
1089	5044.87091
1090	5044.692585
1091	5044.639922
1092	5044.531984
1093	5044.456285
1094	5044.38727
1095	5044.280871
1096	5044.104597
1097	5044.052466
1098	5043.990736
1099	5043.841993
1100	5043.71864
1101	5043.6781
1102	5043.502664
1103	5043.438471
1104	5043.365184
1105	5043.314377
1106	5043.137064
1107	5043.074425
1108	5042.886882
1109	5042.836247
1110	5042.687914
1111	5042.636709
1112	5042.462079
1113	5042.398485
1114	5042.34809
1115	5042.249756
1116	5042.074266
1117	5041.966011
1118	5041.64992
1119	5041.590507
1120	5041.52658
1121	5041.456224
1122	5041.362204
1123	5041.214179
1124	5041.0309
1125	5040.988988
1126	5040.814191
1127	5040.667762
1128	5040.594851
1129	5040.413326
1130	5040.331017
1131	5040.156229
1132	5040.069675
1133	5039.972252
1134	5039.90214
1135	5039.857484
1136	5039.710393
1137	5039.538723
1138	5039.473588
1139	5039.404384
1140	5039.231376
1141	5039.154592
1142	5038.796775
1143	5038.725696
1144	5038.553468
1145	5038.380959
1146	5038.314012
1147	5038.221517
1148	5037.852767
1149	5037.680243
1150	5037.614383
1151	5037.553406
1152	5037.450616
1153	5037.411111
1154	5037.350543
1155	5037.27377
1156	5037.21093
1157	5037.17568
1158	5037.132102
1159	5036.961692
1160	5036.914557
1161	5036.847069
1162	5036.771305
1163	5036.601344
1164	5036.431614
1165	5036.367272
1166	5036.320761
1167	5036.273544
1168	5036.104558
1169	5036.065204
1170	5035.896482
1171	5035.730243
1172	5035.668303
1173	5035.605285
1174	5035.51851
1175	5035.458137
1176	5035.414257
1177	5035.346773
1178	5035.179784
1179	5035.112934
1180	5035.051782
1181	5034.908311
1182	5034.841131
1183	5034.777269
1184	5034.608596
1185	5034.568821
1186	5034.401916
1187	5034.34053
1188	5034.243736
1189	5034.189364
1190	5034.097356
1191	5033.808863
1192	5033.749852
1193	5033.583676
1194	5033.538533
1195	5033.237101
1196	5033.200223
1197	5033.134117
1198	5033.062168
1199	5032.995795
1200	5032.913887
1201	5032.852482
1202	5032.791294
1203	5032.70542
1204	5032.354349
1205	5032.309843
1206	5032.242911
1207	5032.133806
1208	5032.069265
1209	5031.979302
1210	5031.898637
1211	5031.537408
1212	5031.448662
1213	5031.394022
1214	5031.331621
1215	5031.268417
1216	5031.207511
1217	5031.159772
1218	5030.996088
1219	5030.866574
1220	5030.784157
1221	5030.620909
1222	5030.57784
1223	5030.512677
1224	5030.446692
1225	5030.39027
1226	5030.290644
1227	5030.248335
1228	5030.149348
1229	5029.993247
1230	5029.854472
1231	5029.774709
1232	5029.711074
1233	5029.668616
1234	5029.614244
1235	5029.574001
1236	5029.547496
1237	5029.488538
1238	5029.392922
1239	5029.336393
1240	5029.240875
1241	5029.205642
1242	5029.185575
1243	5029.127928
1244	5029.102315
1245	5029.078631
1246	5028.917654
1247	5028.844647
1248	5028.787342
1249	5028.700376
1250	5028.621296
1251	5028.567383
1252	5028.50533
1253	5028.44436
1254	5028.345225
1255	5028.303259
1256	5028.142497
1257	5027.928519
1258	5027.757438
1259	5027.65981
1260	5027.602585
1261	5027.430653
1262	5027.37498
1263	5027.283529
1264	5027.259175
1265	5027.154586
1266	5027.114006
1267	5026.786809
1268	5026.700506
1269	5026.62377
1270	5026.550402
1271	5026.489104
1272	5026.403411
1273	5026.364669
1274	5026.309154
1275	5026.150524
1276	5026.070762
1277	5025.994741
1278	5025.955385
1279	5025.73751
1280	5025.679243
1281	5025.520863
1282	5025.455384
1283	5025.298193
1284	5025.201511
1285	5025.044205
1286	5024.993313
1287	5024.914679
1288	5024.855154
1289	5024.70055
1290	5024.544407
1291	5024.503249
1292	5024.34671
1293	5024.280351
1294	5024.228509
1295	5024.015459
1296	5023.959696
1297	5023.802854
1298	5023.777264
1299	5023.642546
1300	5023.571485
1301	5023.52906
1302	5023.474576
1303	5023.321633
1304	5023.238757
1305	5023.087926
1306	5023.03396
1307	5022.673088
1308	5022.601631
1309	5022.547741
1310	5022.465529
1311	5022.414187
1312	5022.363699
1313	5022.25311
1314	5022.179676
1315	5022.026201
1316	5021.873082
1317	5021.806028
1318	5021.723044
1319	5021.68609
1320	5021.627664
1321	5021.535804
1322	5021.44356
1323	5021.390249
1324	5021.336184
1325	5021.279539
1326	5021.126957
1327	5021.069567
1328	5021.011063
1329	5020.933814
1330	5020.900065
1331	5020.747543
1332	5020.695882
1333	5020.559617
1334	5020.535883
1335	5020.326936
1336	5020.271613
1337	5020.228155
1338	5020.139266
1339	5020.103356
1340	5020.027863
1341	5019.951282
1342	5019.875879
1343	5019.839334
1344	5019.733259
1345	5019.709342
1346	5019.670487
1347	5019.611796
1348	5019.576356
1349	5019.524641
1350	5019.455449
1351	5019.303193
1352	5019.222915
1353	5019.17483
1354	5019.126559
1355	5018.994935
1356	5018.931213
1357	5018.82948
1358	5018.781529
1359	5018.725994
1360	5018.679386
1361	5018.603142
1362	5018.265008
1363	5017.966002
1364	5017.918697
1365	5017.863929
1366	5017.784329
1367	5017.728921
1368	5017.692589
1369	5017.637143
1370	5017.487889
1371	5017.436532
1372	5017.392621
1373	5017.262109
1374	5017.227914
1375	5017.206185
1376	5017.133096
1377	5017.103478
1378	5016.956331
1379	5016.721972
1380	5016.697693
1381	5016.618769
1382	5016.597167
1383	5016.537651
1384	5016.486562
1385	5016.440574
1386	5016.295794
1387	5016.261243
1388	5016.238712
1389	5015.883494
1390	5015.83205
1391	5015.782281
1392	5015.762091
1393	5015.728824
1394	5015.643127
1395	5015.590497
1396	5015.526054
1397	5015.379239
1398	5015.332809
1399	5015.184772
1400	5015.099401
1401	5015.048478
1402	5014.901548
1403	5014.758196
1404	5014.711529
1405	5014.62342
1406	5014.578733
1407	5014.508213
1408	5014.471842
1409	5014.412656
1410	5014.341057
1411	5014.292091
1412	5013.995023
1413	5013.949566
1414	5013.928384
1415	5013.847553
1416	5013.771191
1417	5013.743181
1418	5013.471764
1419	5013.424654
1420	5013.349053
1421	5013.300649
1422	5012.980319
1423	5012.912107
1424	5012.891809
1425	5012.847035
1426	5012.796883
1427	5012.721097
1428	5012.676182
1429	5012.628906
1430	5012.579046
1431	5012.541098
1432	5012.496881
1433	5012.446698
1434	5012.376941
1435	5012.331325
1436	5012.289488
1437	5012.246106
1438	5012.196702
1439	5012.149413
1440	5012.101978
1441	5012.061785
1442	5012.041416
1443	5011.993783
1444	5011.81723
1445	5011.768343
1446	5011.611491
1447	5011.56322
1448	5011.512027
1449	5011.468217
1450	5011.445688
1451	5011.302131
1452	5011.233579
1453	5011.202509
1454	5011.163842
1455	5011.114043
1456	5011.02222
1457	5010.977522
1458	5010.64634
1459	5010.60016
1460	5010.554263
1461	5010.50875
1462	5010.462789
1463	5010.338
1464	5010.322827
1465	5010.291373
1466	5010.218535
1467	5010.174863
1468	5010.096393
1469	5010.038144
1470	5009.99322
1471	5009.68259
1472	5009.474219
1473	5009.448152
1474	5009.284427
1475	5009.236309
1476	5009.163965
1477	5009.099913
1478	5009.0536
1479	5008.989911
1480	5008.93834
1481	5008.528011
1482	5008.390205
1483	5008.317878
1484	5008.274317
1485	5008.133646
1486	5008.074508
1487	5008.0074
1488	5007.968729
1489	5007.924651
1490	5007.876387
1491	5007.835429
1492	5007.768546
1493	5007.727531
1494	5007.647395
1495	5007.617101
1496	5007.417016
1497	5007.38625
1498	5007.342276
1499	5007.261853
1500	5007.197409
1501	5007.136784
1502	5007.088947
1503	5007.026674
1504	5006.998457
1505	5006.844961
1506	5006.773218
1507	5006.707283
1508	5006.658982
1509	5006.614404
1510	5006.571492
1511	5006.526069
1512	5006.404886
1513	5006.34954
1514	5006.307134
1515	5006.285192
1516	5006.219955
1517	5006.172896
1518	5006.037792
1519	5005.898736
1520	5005.877981
1521	5005.824673
1522	5005.806924
1523	5005.787823
1524	5005.442575
1525	5005.418305
1526	5005.371977
1527	5005.331019
1528	5005.119696
1529	5005.080898
1530	5005.038243
1531	5004.90242
1532	5004.859297
1533	5004.838591
1534	5004.79767
1535	5004.74717
1536	5004.673281
1537	5004.536152
1538	5004.511935
1539	5004.493515
1540	5004.432855
1541	5004.371204
1542	5004.332079
1543	5004.246146
1544	5004.205585
1545	5004.176181
1546	5004.133834
1547	5003.872735
1548	5003.850991
1549	5003.788157
1550	5003.744782
1551	5003.704776
1552	5003.634691
1553	5003.616961
1554	5003.548584
1555	5003.517284
1556	5003.474825
1557	5003.441269
1558	5003.359964
1559	5003.335087
1560	5003.268686
1561	5003.22659
1562	5003.168449
1563	5003.110247
1564	5003.069284
1565	5003.03273
1566	5002.994729
1567	5002.90736
1568	5002.890735
1569	5002.849181
1570	5002.822792
1571	5002.780055
1572	5002.730028
1573	5002.690652
1574	5002.676436
1575	5002.638943
1576	5002.596759
1577	5002.570229
1578	5002.436998
1579	5002.373265
1580	5002.33241
1581	5002.292364
1582	5002.248175
1583	5002.178413
1584	5002.161178
1585	5002.132931
1586	5002.092092
1587	5002.065985
1588	5002.035045
1589	5001.998611
1590	5001.972396
1591	5001.648861
1592	5001.607054
1593	5001.590451
1594	5001.533436
1595	5001.454864
1596	5001.384832
1597	5001.3618
1598	5001.323193
1599	5001.280872
1600	5001.241235
1601	5001.043606
1602	5000.843656
1603	5000.818762
1604	5000.778419
1605	5000.743816
1606	5000.698911
1607	5000.663903
1608	5000.626404
1609	5000.494874
1610	5000.462938
1611	5000.437105
1612	5000.402781
1613	5000.363771
1614	5000.074281
1615	5000.031658
1616	4999.834926
1617	4999.601492
1618	4999.571066
1619	4999.524421
1620	4999.482679
1621	4999.430129
1622	4999.37684
1623	4999.352383
1624	4999.314211
1625	4999.273171
1626	4999.236059
1627	4999.204568
1628	4999.143884
1629	4999.106199
1630	4999.071173
1631	4999.036395
1632	4999.017733
1633	4998.980215
1634	4998.940322
1635	4998.629807
1636	4998.618234
1637	4998.59286
1638	4998.555808
1639	4998.530563
1640	4998.506323
1641	4998.293489
1642	4998.236565
1643	4997.917355
1644	4997.820985
1645	4997.788841
1646	4997.75157
1647	4997.710084
1648	4997.689176
1649	4997.654545
1650	4997.613486
1651	4997.577435
1652	4997.413895
1653	4997.391777
1654	4997.072338
1655	4997.03292
1656	4996.974071
1657	4996.958816
1658	4996.697315
1659	4996.662094
1660	4996.646874
1661	4996.58143
1662	4996.517605
1663	4996.461736
